"","RDA1","RDA2"
"Bacteriovoracaceae",0.374236759464598,-0.101504995238646
"Ruminococcaceae",-0.12900247560469,0.338702969219641
"Rickettsiales Incertae Sedis",0.163111564694382,-0.166223515761736
"Spirochaetaceae",-0.112279715750227,0.390036429855143
"Gallionellaceae",0.00311426071723392,0.392350920497393
"Planococcaceae",0.178962542275604,-0.186427905636954
"Streptosporangiaceae",0.109790766416314,-0.112682010264981
"EV818SWSAP88",-0.0560196846820138,0.358618405276784
"KCM-B-15",-0.0839312089737149,-0.0462349355731958
"CCU22",0.378298864886973,-0.0202901245766022
"Mitochondria",-0.113538159181149,0.169728193595235
"Lolium perenne",-0.0647875895402425,-0.186732317394316
"SJA-149",0.0163655467853568,0.0735672756566917
"AKYH478",0.0435963004154582,-0.12253568118743
"FD035",0.36004224347305,-0.0247441250020963
"Prevotellaceae",0.302826102438727,0.012687644795686
"Actinospicaceae",-0.338434247091227,-0.0509669818878564
"Parachlamydiaceae",-0.157722298306654,-0.0456219611867104
"Nannocystaceae",0.355788645307181,-0.0628717198081176
"Cryptosporangiaceae",-0.269248097146318,-0.0974879163762284
"Alicyclobacillaceae",-0.284995037897887,0.0271728945120444
"Cyclobacteriaceae",0.249820921698572,0.0646483992303068
"Phycisphaeraceae",0.346360038698774,0.174991178597875
"Kineosporiaceae",0.121404963976311,0.070280038740864
"FFCH13075",0.38447723545087,0.0758909431152231
"Sphaerobacteraceae",0.335886023203052,-0.0915306805987226
"SJA-28",0.282692897171017,2.58371408491342e-05
"FukuN18 freshwater group",0.105109850182347,-0.00829525018698158
"DUNssu371",0.00256514073958521,-0.00252813098609934
"Rickettsiaceae",-0.251480521594827,-0.0570898816294033
"Geobacteraceae",0.159031857526962,0.160689777809009
"Porphyromonadaceae",-0.117206050455249,0.351656442398709
"Nakamurellaceae",-0.244431634273061,0.0333484745863586
"Chloroflexaceae",0.249994729138379,0.225254030634345
"Leptospiraceae",0.306359668472001,0.158777094622348
"Unknown Family_4",0.00467694663851607,0.0401079619158167
"Elev-16S-1332",0.387115918841528,0.00959750587365522
"Propionibacteriaceae",0.303581184954235,-0.00514548906730383
"Clostridiales vadinBB60 group",-0.127724732786488,0.308505004801467
"Unknown Family_5",-0.121242613437538,0.374413226045913
"Halieaceae",-0.0845952297274898,0.147065014773671
"Sh765B-TzT-35",0.250213895925596,-0.0338598152359852
"Sva0996 marine group",0.278599835900367,-0.0049182759136842
"bacteriap25",0.329143685915129,0.0426709582612124
"Bacteroidales S24-7 group",0.364834202148799,-0.0101803488343712
"Conexibacteraceae",-0.356594234358015,-0.0351196305450324
"Spongiibacteraceae",0.300693279837997,0.000963570403673843
"NS72",0.309916355530288,0.0192196360409371
"GR-WP33-58",0.369982559886024,-0.0450251781056027
"Cellulomonadaceae",0.170634656080481,0.153356352816204
"Trueperaceae",0.26955872361253,-0.00266562030673312
"Beijerinckiaceae",-0.18881697469132,-0.140262375625767
"Euzebyaceae",0.39199134728417,0.00701985161953531
"MND8",0.30866137567242,-0.0843530715262589
"JG34-KF-161",-0.204519637253612,-0.226959219143705
"7B-8",0.388065516479187,-0.0489008400002517
"cvE6",0.193678241378453,0.272427895783599
"Acidaminococcaceae",0.289196812711212,0.0400094995311034
"Unknown Family_6",0.00448751957143843,0.266006750871447
"Thermoactinomycetaceae",0.353526164906284,0.0245994013806285
"Simkaniaceae",-0.109553875240956,0.373338537362242
"Desulfovibrionaceae",-0.0711936834369877,0.367346827517375
"1174-901-12",-0.287119798297486,0.0611696618517153
"Holosporaceae",0.157185051606051,-0.080274767103456
"CWT CU03-E12",-0.0747195821914702,0.239581662689978
"CA002",0.160262780429324,-0.0729146970522083
"LWSR-14",-0.217723636996404,-0.159374769711977
"Bacteroidaceae",-0.0811196049646878,-0.0910296064098423
"AT-s3-44",0.404174080292877,-0.00930766355195027
"Bacteroidales RF16 group",0.265939606457065,0.0490717609534608
"Vulgatibacteraceae",-0.1754048343039,0.233676005971869
"Peptococcaceae",0.183503779253232,0.0787152421387081
"Fusobacteriaceae",-0.1569741163411,-0.00523796041256196
"BSV26",0.0764990156489398,0.205097822219365
"AKIW1012",-0.0678751429271588,0.128187407092099
"NS9 marine group",0.193850049808107,0.0511925340920654
"Methylocystaceae",-0.138230089527847,0.0306771299001616
"Enterococcaceae",0.0551090962466599,-0.0903970092317967
"Unknown Family_7",-0.0409050921294051,0.163965623558264
"Rikenellaceae",0.125850312467816,0.131635704477413
"Pasteurellaceae",0.0488647724981811,-0.00941316903244254
"FFCH9454",-0.00576222391352609,0.165134752633392
"Deinococcaceae",0.00355168623992572,-0.190822773947344
"Sneathiellaceae",0.298754072547547,0.103665888180726
"Thiotrichaceae",-0.218681196513735,-0.213816666915505
"Aeromonadaceae",-0.108540656466297,0.0940257778644858
"Unknown Family_8",-0.0862484905523035,0.339925877549907
"CHAB-XI-27",0.0487092335134511,0.196273069736678
"Peptostreptococcaceae",3.52894809405014e-05,-0.277361722917289
"Corynebacteriaceae",0.200309824104522,0.167439748787118
"BCf3-20",-0.239239879759168,-0.173549251563545
"AKIW659",-0.148319403207425,-0.0366799461502508
"Brucellaceae",0.00219986413848379,-0.130477048219692
"Amb-16S-1034",0.154081895080106,-0.0520676804261553
"RB446",0.0611580142924746,-0.0529406193291398
"Gracilibacteraceae",0.226487989724856,0.00367466823607125
"FFCH16767",0.340883865575505,0.0574345346919865
"Elusimicrobiaceae",-0.0862484905523035,0.339925877549907
"Aurantimonadaceae",0.0197511810979466,0.320365559568041
"FFCH5858",0.371110969780043,0.00508570044387828
"Family XI",0.259195878039042,0.248350006127249
"JTB255 marine benthic group",-0.0717214640312296,0.331980036524341
"Chloroflexales Incertae Sedis",0.340618028134491,0.00116800759484907
"Demequinaceae",-0.121137979816366,0.0182531187950411
"Algiphilaceae",0.30510699223248,0.0434734716335509
"EF100-94H03",0.288279054561504,0.0404682036513334
"WCHB1-69",-0.0409050921294052,0.163965623558264
"Staphylococcaceae",0.0952630871521935,0.0461877917157243
"Dermabacteraceae",-0.0888073856351819,0.0253856287409285
"Streptococcaceae",-0.141828875653847,0.127872054289402
"possible family 02",-0.0862484905523035,0.339925877549907
"Coriobacteriaceae",0.023734623971148,0.161321432062478
"Helicobacteraceae",0.215612603784829,-0.030826120258162
"Thermoanaerobacteraceae",0.265939606457065,0.0490717609534608
"MSB-1E8",0.305773076268057,0.0278260528339191
"Rhodothermaceae",0.351190754754843,0.0216083066400951
"Oscillochloridaceae",0.245170971879492,0.0728661342693414
"Desulfuromonadaceae",0.310111560848978,0.0169629136669549
"FamilyII",-0.172171247555894,0.0987428036402049
"LiUU-11-161",-0.100887140676353,0.340385654964782
"Hados.Sed.Eubac.3",-0.0862484905523035,0.339925877549907
"MNH2",-0.148430554692487,-0.10569283016109
"Triticum aestivum (bread wheat)",-0.113411005816085,-0.119663451927554
"B79",-0.0356952636160064,-0.118521123100755
"D05-2",-0.0398641753652412,-0.098176891890567
"JG35-K1-AG5",0.277376042302176,0.0747750858807115
"Desulfobulbaceae",0.0657343216697226,0.188413260314926
"UASB-TL25",0.199188414671509,-0.0224200368024178
"FamilyI_2",-0.10097115951412,-0.170457718271665
"Christensenellaceae",-0.104946261340106,-0.156760694711614
"Syntrophobacteraceae",0.154238217530547,-0.0277944278526986
"Porticoccaceae",0.0313075858711962,-0.111810685112151
"TK85",0.328948236870091,-0.0433139173186512
"Hahellaceae",0.13468002108414,-0.0533328055326767
"Arachis hypogaea var. vulgaris",-0.0263481227660497,0.131176832837734
"bacterium Ellin6543",-0.143982081904641,-0.0944751309943196
"LD29",-0.0823593933642561,-0.104245551635955
"S15-21",0.357894457572441,0.0149345339641002
"P-102",0.399273556545967,-0.000715663463844452
"ML80",0.251451350479971,-0.0459412863016212
"Dermatophilaceae",0.158336982759983,-0.105096911393579
"Family XIII",0.148426112813922,0.1513946214755
"Trachelomonas scabra",-0.0864974733035596,-0.0720691445023856
"Dermacoccaceae",-0.215344895290828,0.0601901127369488
"MSB-4B10",0.015591425894212,-0.0364357990125595
"CFT112H7",-0.149571041669896,-0.158530052445642
"Carnobacteriaceae",0.0479629658361819,-0.152584544815599
"SM1B06",-0.115315688668484,0.0908258538665273
"Family XVIII",-0.149211604470149,0.285556114541431
"Heliobacteriaceae",-0.124501648158546,0.304345184597521
"Actinomycetaceae",-0.0226821338417935,0.222824751807779
"Deferribacteraceae",-0.0862484905523035,0.339925877549907
"COB P4-1 termite group",-0.0862484905523035,0.339925877549907
"Legionella-like amoebal pathogen HT99",-0.0962227899587887,-0.0713604574425576
"bacterium Ellin6519",-0.173817825897272,-0.0248747761518081
"Procabacteriaceae",-0.153569614828317,-0.139620472402505
"AKYG937",0.108689324599193,-0.118015489268155
"Eel-36e1D6",0.392068337943798,-0.0130055396611177
"CrystalBog021C3",0.11504860091079,-0.0716079787558296
"Family XIV",0.215612603784829,-0.0308261202581621
"Methanocellaceae",-0.0864974733035595,-0.0720691445023854
"Elev-16S-1158",-0.163049934819792,-0.133355982970972
"Cercis gigantea",-0.134837288709778,-0.110923719109768
"Armatimonadaceae",-0.183735332428109,-0.169923665069132
"Succinivibrionaceae",-0.127815064977077,0.178825793037695
"Pasteuriaceae",-0.116502586255043,-0.00396205409780251
"01D2Z36",0.13468002108414,-0.0533328055326768
"Family XII",0.13468002108414,-0.0533328055326768
"Clostridiaceae 2",0.0860081414912387,0.105883833927512
"Eubacteriaceae",0.13468002108414,-0.0533328055326768
"S1-80",0.238427797753457,-0.0301047591945591
"Unknown Family_9",0.13468002108414,-0.0533328055326768
"Thermoplasmatales Incertae Sedis",-0.0862484905523035,0.339925877549907
"Synergistaceae",-0.0862484905523035,0.339925877549907
"Draconibacteriaceae",-0.0862484905523035,0.339925877549907
"Tsukamurellaceae",-0.0862484905523035,0.339925877549907
"Vibrionaceae",-0.0862484905523035,0.339925877549907
"Chlorobiaceae",-0.0862484905523035,0.339925877549907
"M2PB4-65 termite group",-0.0862484905523035,0.339925877549907
"Syntrophomonadaceae",-0.0962227899587887,-0.0713604574425576
"FukuN57",-0.0962227899587887,-0.0713604574425576
"Pseudomonas sp. MIC 2010",0.265939606457065,0.0490717609534608
"Rhizobiales bacterium LX78",-0.147210302569783,-0.118543486655916
"Brevibacteriaceae",-0.202053319915625,-0.142564437435466
"Piscirickettsiaceae",-0.0847175938861964,0.33630409284451
"Sanguibacteraceae",0.0114674467373343,-0.0602400398975323
"candidate division TM7 bacterium LY2",-0.133549587876036,-0.105555594388465
"unidentified marine bacterioplankton",-0.0908065618067678,-0.103251920151558
"PHOS-HE36",0.162193350303584,-0.0176130309688186
