CK1	CK2	CK3	JXBR161	JXBR162	JXBR163	R37J161	R37J162	R37J163	RW371	RW372	RW373
MB-A2-108	0.00885808386177	0.0161700615972	0.00832792474371	0.0113450722869	0.0122492535788	0.0221702606738	0.00430853180242	0.00271568832254	0.00189169652881	0.00279361166744	0.00115798510592	0.00194472236118
Nitrospira	0.00644939291157	0.00860838508726	0.00401929889039	0.0326534038445	0.0231645986354	0.0169235876562	0.00658784743932	0.00601485344647	0.00639024315221	0.00591074821548	0.00636891808254	0.00490870435218
Chloroplast	0.0024086909502	0.00372374505985	0.00163430635816	0.000619878736222	0.000732230635622	0.000418579140325	0.00212584550674	0.0136288655338	0.00376032358776	0.00503260925384	0.0023026600382	0.00195722861431
Cyanobacteria	0.00258565599961	0.0101118392256	0.0094148557666	0.000361595929463	0.000459772724693	0.000425796022055	0.00111976354232	0.00781570777177	0.00206856246443	0.00772351460997	0.00177690817977	0.00121310655328
Acidimicrobiia	0.0281865998132	0.0344842898558	0.0436179945732	0.0165430137729	0.023919534097	0.0360555411218	0.0230432558404	0.0192835481152	0.0238384521924	0.018918502542	0.0171634688975	0.0169084542271
Thermotogae	0.00633141621196	0.00387599358019	0.00312785905867	0.0048298884864	0.00480207068012	0.0151121503421	0.00819075768772	0.00522247754335	0.00258378062472	0.00282955887639	0.0040928783916	0.00359554777389
Anaerolineae	0.0282652509463	0.0358545265388	0.0293314983227	0.0149481174412	0.0167050756638	0.0241043849773	0.0190359802194	0.013729713376	0.0206010365882	0.00472449031993	0.00931046645503	0.0167396198099
Chthonomonadetes	0.00897606056137	0.00902072482983	0.00855469452546	0.0103313122704	0.00950764585013	0.00541266129731	0.00842948900131	0.0049127305994	0.0044985466234	0.00557695270374	0.00565682379327	0.00547148574287
Holophagae	0.0174998771076	0.0195131853562	0.0300039880203	0.0198554907696	0.0216376990929	0.0189443145406	0.02577161371	0.0154009061899	0.0228080158718	0.0196066348277	0.0167907840358	0.0210417708854
Gemmatimonadetes	0.0238509561028	0.0267703648255	0.0273453078204	0.0536130536131	0.0529419778174	0.0494067723218	0.0438299323595	0.0439480489544	0.0475461773888	0.0620756945514	0.0657988433459	0.0599237118559
Chloroflexia	0.00496485277491	0.0108603944505	0.0146618393375	0.00485571676707	0.00649358021047	0.0121893132415	0.00859432728926	0.00791655561398	0.00811276356869	0.00564371180609	0.00618923073851	0.00774762381191
TakashiAC-B11	4.91569581674e-05	2.53747533891e-05	5.47375335267e-05	0.00337059062821	0.00753232599589	0.0146286192662	8.52611834252e-05	6.48307557105e-05	2.30694698636e-05	8.73003646074e-05	6.65508681561e-05	3.12656328164e-05
Flavobacteriia	0.0332006095463	0.00274681705437	0.000492637801741	0.0027055124008	0.0020093770931	0.000945411506596	0.000130733814585	0.000216102519035	9.99677027422e-05	2.05412622606e-05	0.0043058411697	0.000706603301651
Acidobacteria	0.168431401465	0.152622797947	0.106980599454	0.212579664103	0.137687740529	0.159918882249	0.106667424544	0.102101236827	0.0940234693407	0.0842397165306	0.0721544512548	0.131722111056
Phycisphaerae	0.0019367841518	0.00241694526031	0.00166558494874	0.00399046936443	0.00531860546959	0.0120016743166	0.00142101972375	0.00146229371214	0.00129189031236	0.00180249576336	0.00108477915094	0.00176338169085
South_African Gold Mine Gp 1(SAGMCG-1)	0.00988054859165	0.0106700838001	0.00134497939523	0.0	0.0	0.0	0.000483146706076	0.00284534983396	0.00111502437674	0.000308118933908	0.0017502878325	0.000218859429715
