Class	CK	CK	CK	JXBR16	JXBR16	JXBR16	RW37	RW37	RW37	R37J16	R37J16	R37J16
k__Bacteria	0.955257336675732	0.95789694043935	0.971904006005045	0.959675596795002	0.979389694279703	0.97017262781097	0.984362964103885	0.982144402074046	0.969528514257532	0.973421247086691	0.966129531850079	0.979452792175218
k__Bacteria|p__Acidobacteria	0.186078749446997	0.172522948292603	0.137000226769786	0.23313897552123	0.160869367784119	0.179527149909094	0.103861757304991	0.088978510724668	0.152907703851915	0.132490194963912	0.117566973772355	0.116931452915209
k__Bacteria|p__Acidobacteria|c__Acidobacteria	0.168431401464888	0.152622797947188	0.106980599454191	0.212579664103195	0.137687740529249	0.159918882249377	0.0842397165305839	0.0721544512548136	0.131722111055526	0.10666742454386	0.102101236826748	0.0940234693406724
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__AT-s3-28	9.83139163348572e-06	1.90310650418366e-05	0	0.000206626245407409	0.000261105497973594	0.000230940215351751	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales	0.0698618689475506	0.0549807469058664	0.0361502310705885	0.000774848420277783	0.000777640287443096	0.000663953119136283	0.0462024341395771	0.0288165259115807	0.053626813406702	0.0450576934007839	0.0467717885364822	0.0386567416680761
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)	0.0698618689475506	0.0549807469058664	0.0361502310705885	0.000774848420277783	0.000777640287443096	0.000663953119136283	0.0462024341395771	0.0288165259115807	0.053626813406702	0.0450576934007839	0.0467717885364822	0.0386567416680761
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Acidobacterium	0.000216290615936686	0.000152248520334693	0.000164212600580218	0	0	0	0.00013865352025882	3.32754340780375e-05	0.000262631315657829	0.000119365656795316	0.000172882015228024	7.68982328786085e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Bryocella	0.000845499680479772	0.000342559170753059	0.00132152045228842	0	0	0	0.000965439326246598	0.000412615382567666	0.000694097048524262	0.000579776047291536	0.00052584946298524	0.000530597806862398
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Candidatus_Koribacter	0.00311655114781497	0.00173817060715441	0.00121986503288162	0	0	0	0.00155086530067273	0.00176359800613599	0.00308279139569785	0.00249531063491161	0.00275170540904605	0.00196859476169238
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Edaphobacter	0.00101263333824903	0.000463089249351358	0.00174378142520898	0	0	0	0.00113490473989627	0.000718749376085611	0.000719109554777389	0.000801455124197124	0.000893223745344792	0.000776672152073945
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Granulicella	0.001032296121516	0.00102767751225918	0.00175160107285566	0	0	0	0.00188979612797206	0.00101822828278795	0.00155702851425713	0.00139259932927869	0.00195212608861644	0.00117654296304271
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Telmatobacter	0.000117976699601829	0.000139561143640135	2.34589429400311e-05	1.29141403379631e-05	0	0	0.000123247573563395	0.000139756823127758	0.000225112556278139	0.000136417893480362	0.000180085432529192	0.000107657526030052
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Telmatobacter|s__Acidobacteriaceae_bacterium_277	0	0	0	0	0	0	0	0	6.25312656328164e-06	5.68407889501506e-06	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae_(Subgroup_1)|g__Terriglobus	0.000314604532271543	0.000133217455292856	0.000445719915860591	0	0	0	0.000128382889128537	4.65856077092526e-05	3.75187593796898e-05	4.54726311601205e-05	1.44068346023353e-05	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__FFCH5909	0.000668534631077029	0.000551900886213262	0.000398802029980529	1.29141403379631e-05	2.83810323884342e-05	2.16506451892266e-05	0.000241359831561649	0.00015972208357458	0.000231365682841421	0.000630932757346672	0.000410594786166557	0.000253764168499408
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_11	1.96627832669714e-05	3.80621300836732e-05	7.81964764667704e-06	0.00240203010286113	0.00102171716598363	0.00356513957449265	1.54059466954244e-05	6.65508681560751e-06	1.87593796898449e-05	1.13681577900301e-05	5.76273384093414e-05	4.61389397271651e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_12	0.000491569581674286	0.000298153352322107	0	0.00176278015613196	0.00159501402023	0.000505181721081955	0	0	0	5.68407889501506e-06	0	7.68982328786085e-06
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_13	0.000196627832669714	0.000304497040669386	7.03768288200934e-05	9.03989823657414e-05	1.13524129553737e-05	7.21688172974221e-06	7.70297334771222e-05	5.32406945248601e-05	8.12906453226614e-05	0.000142101972375377	0.00021610251903503	9.9967702742191e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_15	9.83139163348572e-06	3.80621300836732e-05	1.56392952933541e-05	0.000368052999631947	0.000181638607285979	0	0	0	0	0	0	3.07592931514434e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_17	0.0006193776729096	0.000608994081338772	0.000430080620567237	0.00342870425972919	0.00389387764369317	0.00226610086313905	4.62178400862733e-05	0.000113136475865328	0.000375187593796898	0.000221679076905587	7.20341730116767e-05	0.000246074345211547
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_18	9.83139163348572e-06	1.90310650418366e-05	1.56392952933541e-05	0.00164009582292131	0.000539239615380249	0.00103201408735314	0	6.65508681560751e-06	1.87593796898449e-05	1.70522366850452e-05	7.20341730116767e-06	1.53796465757217e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_19	0	0	0	3.22853508449076e-05	0	7.21688172974221e-06	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_2	0.0193088531681658	0.0122686932636374	0.00577089996324765	0.000109770192872686	1.70286194330605e-05	0.000101036344216391	0.00521748061418375	0.00563685853281954	0.00878564282141074	0.00907747399533899	0.0113093651628333	0.00647483120837882
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_20	1.96627832669714e-05	2.53747533891155e-05	7.81964764667704e-06	0.00140118422666899	0.000312191356272776	0.00144337634594844	1.0270631130283e-05	2.662034726243e-05	2.50125062531266e-05	5.68407889501506e-05	3.60170865058384e-05	2.30694698635825e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_21	0	6.34368834727887e-06	0	5.16565613518522e-05	0	0	0	6.65508681560751e-06	0	0	2.1610251903503e-05	7.68982328786085e-06
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_25	5.89883498009143e-05	7.61242601673465e-05	5.47375335267393e-05	0.00235037354150928	0.00189017675706971	0.00760659334314828	5.64884712165563e-05	5.98957813404676e-05	2.50125062531266e-05	9.66293412152561e-05	5.76273384093414e-05	6.92084095907476e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3	0.0480656736961112	0.0430546128129818	0.0328894380019238	0.00829733516714124	0.00529022443720414	0.00834993216131173	0.01270477070816	0.0140954738754567	0.0141945972986494	0.0193997612686863	0.0143131901774202	0.0148567385921472
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3|f__AKIW659	9.83139163348572e-06	6.34368834727887e-06	5.47375335267393e-05	6.45707016898153e-06	0	7.21688172974221e-06	1.0270631130283e-05	0	1.25062531265633e-05	1.13681577900301e-05	2.1610251903503e-05	2.30694698635825e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3|f__Elev-16S-1166	0.000344098707172	0.000608994081338772	0.000117294714700156	6.45707016898153e-06	5.67620647768683e-06	7.21688172974221e-06	1.54059466954244e-05	3.99305208936451e-05	6.25312656328164e-05	5.68407889501506e-05	2.1610251903503e-05	5.38287630150259e-05
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3|f__PAUC26f	1.96627832669714e-05	0	0	0.000671535297574079	0.000266781704451281	0.000122686989405618	0	0	0	1.13681577900301e-05	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3|f__SJA-149	8.84825247013715e-05	0.000152248520334693	0.000304966258220405	0.000116227263041668	0.000175962400808292	8.66025807569066e-05	0	0.000173032257205795	6.25312656328164e-05	0.000210310919115557	0.000108051259517515	0.000115347349317913
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3|f__Unknown_Family	0.04755444133117	0.0422806828346138	0.0323811609048898	0.00699300699300698	0.00480774688660075	0.00793856990271643	0.0126328762902481	0.0138425805764636	0.0140445222611306	0.0190757687716704	0.0141475115794934	0.0146414235400871
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3|f__Unknown_Family|g__Bryobacter	0.023703485228334	0.0224566567493671	0.0163821618197884	0.00644415602864355	0.0041379545222337	0.00730348431049911	0.00597750731782469	0.00669501733650114	0.0073286643321661	0.00899789689080881	0.00759240183543071	0.00743605911936143
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_3|f__Unknown_Family|g__Candidatus_Solibacter	0.0236739910534336	0.019678121253259	0.0159051633133411	0.000542393894194448	0.000669792364367046	0.000627868710487573	0.0066348277101628	0.00710763271906881	0.0066783391695848	0.0100380833285966	0.00651188924025556	0.0071669153042863
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_4	0.00716708450081113	0.00789154830401494	0.00944613435718584	0.0608837146233284	0.0317356704167467	0.0614445310470251	0.00736404252041289	0.0096565309694465	0.0237993996998501	0.010185869379867	0.012757252040368	0.0118653973331693
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_4|f__11-24	0.00160251683625817	0.0020426676478238	0.00172032248226895	0.0019564922612014	0.00184476710524822	0.00155884645362432	0.00110409284650542	0.00125781140814982	0.00180090045022511	0.00150628090717899	0.00136864928722186	0.00154565448086003
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_4|f__DS-100	0.000108145307968343	0.000374277612489454	0.000508277097034008	0.00046490905216667	0.00118065094735886	0.000368060968216853	0.000338930827299338	0.000259548385808693	0.000525262631315658	0.000227363155800603	0.00040339136886539	0.000161486289045078
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_4|f__Elev-16S-573	0.000255616182470629	0.000202998027112924	0.000289326962927051	0.00342870425972919	0.000522210995947188	0.00211454634681446	0.00017460072921481	0.000206307691283833	0.0013631815907954	0.000272835786960723	0.000626697305201588	0.000261453991787269
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_4|f__RB41	0.00286093496534434	0.00320356261537582	0.00337808778336449	0.0314717600036163	0.0158082350403579	0.0338471753124909	0.0029219945565655	0.0023891761668031	0.0111743371685844	0.0043369521968965	0.00441569480561577	0.00428323157133849
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_4|f__Unknown_Family	0.00231037703386914	0.00205535502451835	0.00353448073629803	0.0234972783449239	0.0123741301213573	0.0235342513206893	0.00280901761413239	0.00549710170969179	0.00882316158079043	0.00383675325413518	0.00593561585616215	0.00558281170698697
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_4|f__Unknown_Family|g__Blastocatella	0.00231037703386914	0.00205535502451835	0.00353448073629803	0.0234972783449239	0.0123741301213573	0.0235342513206893	0.00280901761413239	0.00549710170969179	0.00882316158079043	0.00383675325413518	0.00593561585616215	0.00558281170698697
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_5	0.00113061003785086	0.000818335796798974	0.000617752164087486	0.000665078227405097	0.000346248595138897	0.000216506451892266	0.000621373183382119	0.000332754340780375	0.000706603301650826	0.000522935258341386	0.000886020328043624	0.000438319927408068
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_6	0.0207540677382881	0.0315979116577956	0.021097409350735	0.127669191381108	0.0896783861409768	0.0722482029964518	0.0116623016484363	0.0131837269817186	0.0297148574287147	0.0212072983573008	0.0151487865843557	0.0209163193429814
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup_9	0	0	0	0.000180797964731483	6.8114477732242e-05	0.000108253225946133	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Holophagae	0.0174998771076046	0.0195131853562297	0.0300039880203002	0.0198554907696184	0.021637699092942	0.0189443145405733	0.0196066348277098	0.0167907840357778	0.0210417708854429	0.0257716137099979	0.0154009061898966	0.0228080158717952
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Elev-16S-816	3.93255665339429e-05	6.34368834727887e-06	0	0.000154969684055557	2.27048259107473e-05	0.000115470107675875	0	0	0.000118809404702351	2.27363155800602e-05	2.1610251903503e-05	3.84491164393042e-05
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales	0.000334267315538514	0.000456745561004079	0.000101655419406802	0	0	0	0.000441637138602167	0.000658853594745143	7.50375187593797e-05	0.000170522366850452	0.00116695360278916	0.00137647836852709
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae	0.000334267315538514	0.000456745561004079	0.000101655419406802	0	0	0	0.000441637138602167	0.000658853594745143	7.50375187593797e-05	0.000170522366850452	0.00116695360278916	0.00137647836852709
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Geothrix	2.94941749004572e-05	4.44058184309521e-05	7.81964764667704e-06	0	0	0	3.59472089559903e-05	0.000119791562680935	0	1.13681577900301e-05	3.60170865058384e-05	7.68982328786085e-06
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Holophaga	0.000147470874502286	0.00011418639025102	5.47375335267393e-05	0	0	0	0.000354336773994762	0.000505786597986171	3.12656328164082e-05	0.000147786051270392	0.00107330917787398	0.00119961243290629
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Holophaga|s__Acidobacterium_sp._ORAC	0	0	0	0	0	0	0	0	0	0	0	1.53796465757217e-05
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10	0.000766848547411886	0.0025818811573425	0.00545811405738057	0.003144593172294	0.00352492422264352	0.0012990387113536	0.000246495147126791	0.00115798510591571	0.00184467233616809	0.00115955209458307	0.00103008867406698	0.0012765106657849
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10|f__ABS-19	0.000717691589244457	0.00251844427386971	0.00537209793326713	0.00253762857640974	0.0031048849432947	0.00119078548540746	0.000190006675910235	0.000905091806922621	0.00158204102051026	0.00107997499005286	0.000936444249151798	0.0011380938466034
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10|f__ABS-19|g__Acidobacteria_bacterium_WY67	0	6.34368834727887e-06	7.81964764667704e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10|f__ABS-19|g__Acidobacteria_bacterium_WY67|s__Acidobacteria_bacterium_WY67	0	6.34368834727887e-06	7.81964764667704e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10|f__CA002	0	0	0	9.03989823657414e-05	0	1.44337634594844e-05	0	0	0	0	0	2.30694698635825e-05
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10|f__NS72	0	0	0	8.39419121967598e-05	0.000158933781375231	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10|f__Sva0725	4.91569581674286e-05	6.34368834727887e-05	8.60161241134474e-05	0.000400338350476855	0.000244076878540534	7.93856990271643e-05	5.64884712165563e-05	0.000252893298993085	0.000262631315657829	7.95771045302109e-05	9.36444249151798e-05	0.000115347349317913
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_10|f__TK85	0	0	0	2.58282806759261e-05	1.13524129553737e-05	1.44337634594844e-05	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_7	0.0163299415032199	0.0164301528194523	0.0244363988958661	0.0165559279132686	0.0179765459148342	0.0175009381946248	0.0189185025419808	0.014973945335117	0.0190032516258131	0.0244188029329844	0.0131750502438358	0.0201165777210439
k__Bacteria|p__Acidobacteria|c__Holophagae|o__TPD-58	2.94941749004572e-05	3.17184417363944e-05	0	0	9.64955101206761e-05	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Subgroup_22	0.000127808091235314	0.000355246547447617	7.81964764667704e-06	0.000277654017266206	0.00136228955464484	0.000252590860540977	5.13531556514148e-06	3.32754340780375e-05	6.87843921960981e-05	5.68407889501506e-06	1.44068346023353e-05	3.07592931514434e-05
k__Bacteria|p__Acidobacteria|c__Subgroup_26	9.83139163348572e-06	1.90310650418366e-05	0	0.000154969684055557	0.000147581368419858	0.0003247596778384	0	0	4.37718859429715e-05	2.27363155800602e-05	2.88136692046707e-05	5.38287630150259e-05
k__Bacteria|p__Actinobacteria	0.100781595634867	0.138679370959863	0.189978339576024	0.0940536840813882	0.106207499404	0.166955341935871	0.150968006984038	0.108018714104121	0.11861555777889	0.148837605865966	0.116169510815928	0.128973716183999
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	0.0281865998132033	0.0344842898558077	0.0436179945731652	0.0165430137729306	0.0239195340969721	0.036055541121792	0.0189185025419809	0.0171634688974519	0.0169084542271137	0.0230432558403908	0.0192835481152258	0.0238384521923685
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	0.0281865998132033	0.0344842898558077	0.0436179945731652	0.0165430137729306	0.0239195340969721	0.036055541121792	0.0189185025419809	0.0171634688974519	0.0169084542271137	0.0230432558403908	0.0192835481152258	0.0238384521923685
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	0.00174998771076046	0.00197288707600373	0.00282289280045041	0.00182089378765279	0.00254861670848139	0.00239600473427441	0.0016843835053664	0.00155729031485216	0.00181965982991496	0.00176774853634968	0.00148390396404054	0.00196859476169238
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae|g__CL500-29_marine_group	0.000422749840239886	0.000761242601673465	0.000414441325273883	0.000361595929462965	0.000840078558697651	0.000967062151785456	0.000154059466954244	0.000252893298993085	0.000600300150075038	0.00044904223270619	0.000446611872672396	0.000576736746589563
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae|g__Illumatobacter	4.91569581674286e-05	7.61242601673465e-05	0.000148573305286864	0.000277654017266206	0.000527887202424875	0.000368060968216853	2.05412622605659e-05	0.000153066996758973	0.000237618809404702	0.000130733814585346	5.76273384093414e-05	0.000353731871241599
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiales_Incertae_Sedis	0.000353930098805486	0.000164935897029251	0.000179851895873572	0.000219540385745372	0.000437067898781886	0.000851592044109581	8.73003646074051e-05	7.32059549716826e-05	0.000150075037518759	0.000142101972375377	7.92375903128444e-05	9.22778794543301e-05
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiales_Incertae_Sedis|g__Aciditerrimonas	5.89883498009143e-05	6.34368834727887e-05	4.69178858800622e-05	7.10277718587968e-05	5.67620647768683e-05	0.000122686989405618	3.08118933908489e-05	2.662034726243e-05	3.75187593796898e-05	1.70522366850452e-05	3.60170865058384e-05	7.68982328786085e-06
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiales_Incertae_Sedis|g__Candidatus_Microthrix	0.000294941749004572	0.000101499013556462	0.00013293400999351	0.000148512613886575	0.000380305834005018	0.000728905054703963	5.64884712165563e-05	4.65856077092526e-05	0.00011255627813907	0.000125049735690331	4.3220503807006e-05	8.45880561664693e-05
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	0.000186796441036229	0.000209341715460203	0.000695948640554256	0.00123330040227547	0.00144743265181014	0.0017104009699489	0.000215683253735942	0.000512441684801778	0.000412706353176588	0.000466094469391235	0.00018728884983036	0.00146106642469356
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__Iamia	0.000186796441036229	0.000209341715460203	0.000695948640554256	0.00123330040227547	0.00144743265181014	0.0017104009699489	0.000215683253735942	0.000512441684801778	0.000412706353176588	0.000466094469391235	0.00018728884983036	0.00146106642469356
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__OM1_clade	9.83139163348572e-06	6.34368834727887e-06	0	0.00554662327515512	0.00242374016597228	0.00842931786033889	5.13531556514148e-06	0	0	0	7.20341730116767e-06	7.68982328786085e-06
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Sva0996_marine_group	0	6.34368834727887e-06	7.81964764667704e-06	0	4.54096518214947e-05	0.000173205161513813	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0409969031116348	0.0624345807139191	0.0915367953520028	0.0468137587251168	0.0434456843802145	0.0753875465488888	0.0960971601704943	0.0604215331988995	0.0743059029514757	0.0908656852157138	0.0627849851969782	0.0731379092908434
