"","RDA1","RDA2"
"Enterococcus faecalis",0.17672363154463,-0.0376863783262319
"Bradyrhizobium elkanii",-0.193125192552239,-0.131808199089036
"unidentified marine bacterioplankton_1",0.0207430584031549,-0.113216900734479
"Variovorax paradoxus",-0.276257110447685,-0.0726989414520647
"Rhizobium etli",-0.175754157224681,0.110857847809487
"Triticum aestivum (bread wheat)",-0.110691855337086,-0.027860836053159
"Amycolatopsis halophila YIM 93223",-0.03079853448412,0.284898226714826
"Burkholderia sacchari",-0.262760678734844,-0.0379240516719658
"Pseudomonas sp. N6-12",0.17672363154463,-0.0376863783262319
"Myxococcus fulvus",-0.0998754978292042,-0.0918021536670928
"Roseomonas frigidaquae",-0.0322956028293308,0.0259867460927103
"Cellulosimicrobium cellulans",0.325944561853394,-0.0633266385251648
"Pseudomonas plecoglossicida",0.270000936156879,-0.105257947844565
"Nitrosospira sp.",-0.325030228707328,-0.168128550134871
"Ameyamaea chiangmaiensis",-0.179179091438582,0.216904431060823
"Agrobacterium tumefaciens",0.088827774624962,0.216098560898658
"Massilia sp. RK4",-0.0580464618294057,0.0176215098697746
"Arachis hypogaea var. vulgaris",0.00304117060686328,0.223823293007016
"bacterium Ellin6543",-0.163863566779895,-0.0155668682049676
"Streptomyces filamentosus",-0.34139858250535,0.0620748244392943
"Sphingomonas changbaiensis",-0.13533386634588,-0.111057680220815
"Rhodoblastus acidophilus",-0.147165017979735,0.199307959449307
"eubacterium sp. 11-14",-0.249369504643596,-0.180260119471442
"Pseudomonas stutzeri",0.17672363154463,-0.0376863783262319
"Lactobacillus reuteri",0.246884953154883,-0.131481106361584
"Leptolyngbya cf. Albertano-Kovacik green Es_Yyy1800",-0.241513364967362,-0.231567058982458
"Bacillus fumarioli",-0.423214073911778,-0.126054271782005
"Pseudonocardia halophobica",-0.299652251583697,-0.293882373352106
"Trachelomonas scabra",-0.267078577242229,-0.308827754787917
"bacterium Ellin5290",-0.265992518050589,0.0418664753672672
"Terrimonas sp. 16-45A",-0.00567148423225411,0.190484280311399
"denitrifying bacterium enrichment culture clone NOB_2_C9",-0.00567148423225411,0.190484280311399
"Paenibacillus popilliae",-0.256735144331659,0.00832568372512697
"Flavobacterium sp. EM1321",-0.00567148423225411,0.190484280311399
"bacterium 005-D",-0.00567148423225411,0.190484280311399
"Pseudomonas sp. B-5-1",0.232286451279462,-0.0974137319232862
"Paenibacillus wynnii",0.232286451279462,-0.0974137319232862
"Massilia timonae",0.176401538361156,-0.234289797734035
"Tissierella praeacuta",-0.0759537914817593,0.295947940786885
"Brevibacillus formosus",-0.12532016520124,-0.0351441689693937
"bacterium Ellin7507",-0.0145824609511371,0.0776461285776252
"beta proteobacterium 51",-0.00183165213914111,-0.0659843302567153
"Mesorhizobium ciceri",-0.00183165213914111,-0.0659843302567153
"Legionella-like amoebal pathogen HT99",-0.113589060192061,-0.00875417563074797
"Thiorhodospira sp. SLG",-0.113589060192061,-0.00875417563074797
"bacterium enrichment culture clone auto9_4W",-0.113589060192061,-0.00875417563074797
"Stenotrophomonas maltophilia",0.17672363154463,-0.0376863783262319
"Paenibacillus glycanilyticus",-0.0240414060676314,0.069081170750927
"bacterium Ellin6519",-0.117377104399091,0.201102663063767
"Rhodospirillales bacterium WX36",-0.0342478942044745,0.12611623354572
"Methylobacterium aquaticum",-0.0779979790754409,0.297950769251596
"Pedobacter sp. W-WS1",-0.0218737770527369,0.100642945100187
"Achromobacter xylosoxidans",-0.0297544811997439,0.212700821825591
"Lysinibacillus sphaericus",0.0289966101072311,-0.0631708890136406
"Triticum aestivum (bread wheat)_1",-0.0889171460414573,0.0156357763288935
"Rhodococcus aetherivorans",-0.18116950589083,0.0497977794594488
"bacterium Ellin307",-0.0685804097501378,-0.0926786199128806
"unidentified_2",-0.0302880473491048,-0.0686058532381311
"Acidobacterium sp. ORAC",-0.0302880473491048,-0.0686058532381311
"Rhizobium giardinii",0.257019476729047,-0.0799617843834052
"Bacillus pumilus",0.257019476729047,-0.0799617843834052
"Legionella nagasakiensis",0.257019476729047,-0.0799617843834052
"Rhodococcus erythropolis",0.214191128155487,-0.0103056300416274
"Coleochaete orbicularis",0.257019476729047,-0.0799617843834052
"Actinoplanes ferrugineus",0.257019476729047,-0.0799617843834052
"Phyllobacterium trifolii",0.341235466163756,-0.116797969386547
"Candidatus Glomeribacter gigasporarum",0.182343911381981,0.10530142358775
"Lysobacter panaciterrae",0.257019476729047,-0.0799617843834052
"Cercis gigantea",-0.309425017506054,-0.280718374664147
"Microcoleus paludosus Es_Yyy1400",-0.267078577242229,-0.308827754787916
"Oscillatoriales cyanobacterium JSC-12",-0.267078577242229,-0.308827754787916
"Cupriavidus sp. MBT14",-0.267078577242229,-0.308827754787916
"bacterium endosymbiont of Mortierella elongata",-0.267078577242229,-0.308827754787916
"Actinomycetales str. Ellin143",-0.267078577242229,-0.308827754787916
"Kouleothrix aurantiaca",-0.233923612026483,-0.154400647150536
"Burkholderia multivorans",-0.267078577242229,-0.308827754787916
"unidentified marine bacterioplankton_2",-0.0603626687942747,0.0842577535146872
"Bacillus sp. 1839",-0.0261117652417956,0.098995758047015
"Mucilaginibacter herbaticus",-0.0108546495094706,0.066552608915089
"Lysobacter daejeonensis",0.232286451279462,-0.0974137319232862
"delta proteobacterium LWH25",0.232286451279462,-0.0974137319232862
"Alkalimonas amylolytica",0.232286451279462,-0.0974137319232862
"Burkholderia cepacia",0.232286451279462,-0.0974137319232862
"Pontibacter populi",0.232286451279462,-0.0974137319232862
"Pontibacter sp. LX8",0.232286451279462,-0.0974137319232862
"Brevibacillus brevis",0.232286451279462,-0.0974137319232862
"Paenibacillus turicensis",-0.0759537914817593,0.295947940786885
"Pedosphaera parvula Ellin514",-0.204769715163552,0.229594326346206
"Pasteurella canis",-0.206125165733584,0.109231734462458
"bacterium SOSP1-79",-0.154219411470928,0.0434714017639583
"wastewater metagenome",-0.0181776261586232,-0.0961250059782763
"Paenibacillus koleovorans",-0.0181776261586232,-0.0961250059782763
"Mucilaginibacter frigoritolerans",-0.181571090789287,-0.217091746505991
"Geobacter sp. M18",-0.113589060192061,-0.00875417563074787
"Bacillus licheniformis",-0.122923629886572,0.245366016884136
"Pseudomonas sp. MIC 2010",0.17672363154463,-0.0376863783262319
"Arthrobacter sp. AB_18",0.17672363154463,-0.0376863783262319
"Sporosarcina pasteurii",0.17672363154463,-0.0376863783262319
"Rhizobiales bacterium LX78",-0.145410391868997,0.0547180975567621
"Bradyrhizobium japonicum",-0.218405779252465,-0.0309297823264341
"Streptomyces shenzhenensis",-0.145410391868997,0.0547180975567621
"Streptomyces sp. M8Z38",-0.145410391868997,0.0547180975567621
"Arthrobacter crystallopoietes",-0.00602175568405173,0.13081668899512
"Nocardia farcinica",-0.000197426612645854,0.164833087967524
"bacterium Ellin5114",-0.0601905950148214,0.119083854548844
"Acidobacteria bacterium WY67",-0.0779979790754411,0.297950769251596
"Rhodospirillales bacterium URHD0088",-0.216168754644293,-0.122148041136692
"Streptomyces sp. Q1",-0.0184913933337197,-0.054402354473893
"Renibacterium salmoninarum",-0.0792524204394445,-0.282616116906953
"Candidatus Metachlamydia lacustris",-0.214660365411499,-0.273918606161819
"Caldimonas hydrothermale",0.320437897209004,-0.155142327220979
"Pseudoxanthomonas dokdonensis",0.363225934351599,-0.130584331285976
"Kaistobacter sp. IMER-A2-13",-0.0459539459732909,-0.309289532634868
"bacterium SOSP1-9",-0.361236178460719,-0.0110307223323619
"unidentified marine bacterioplankton_3",-0.21268538282558,-0.289820508031235
"candidate division TM7 bacterium LY2",-0.293294752443996,-0.259604969425037
"Catenulispora yoronensis",-0.315755513338155,-0.229801298868778
"Massilia sp. Sco-D26",0.00483042396746532,-0.0474087613097741
"Simplicispira metamorpha",-0.0488561255414391,0.214124555844381
"Streptomyces carpaticus",-0.0488561255414391,0.214124555844381
"Desulfosporosinus acidiphilus SJ4",-0.0488561255414391,0.214124555844381
"Klebsormidium flaccidum",0.305224354246458,-0.102788500784589
"Streptomyces purpeofuscus",-0.157700611019481,0.27705742150342
"metagenome",-0.0815362261070993,-0.0573726497785167
"Acidobacteriaceae bacterium 277",-0.0815362261070993,-0.0573726497785167
"Polynucleobacter cosmopolitanus",-0.0815362261070993,-0.0573726497785167
"Streptomyces diastatochromogenes",0.0351218211208514,0.00918882698456343
